Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Animation, Adventure, Fantasy, Action, Family",ja,2019-07-12,6.7,accepting; brock; artificially,Pokémon: Mewtwo Strikes Back - Evolution
"Animation, Action, Adventure, Fantasy",ja,2021-07-30,7.0,magic; chaldea; destroy,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon
"Science Fiction, Action, Adventure, Comedy",en,2014-08-07,5.9,shadows; city; threatens,Teenage Mutant Ninja Turtles
"Drama, Romance, Thriller",en,2015-02-11,5.9,businessman; powerful; headlong,Fifty Shades of Grey
Action,en,2021-11-15,6.6,forces; specializing; amateur,Never Back Down: Revolt
"Animation, Family, Comedy, Fantasy",en,2021-01-15,8.1,shows; friend; longing,Wish Dragon
"Animation, Comedy, Family, Adventure",en,2002-03-10,7.3,parents; –; orphaned,Ice Age
"Action, Adventure, Comedy",en,2019-08-01,6.9,outcast; cyber-genetically; faced,Fast & Furious Presents: Hobbs & Shaw
"Animation, Comedy, Family",en,1999-10-30,7.6,kidnaps; mission; andy's,Toy Story 2
Action,en,2021-08-18,6.8,death; protecting; vows,Sweet Girl
Thriller,fr,2021-08-18,7.5,dangerous; else; than,The Stronghold
"Animation, Adventure, Family, Western",en,2021-05-20,7.5,spirit; wild; mustang,Spirit Untamed
"Action, Thriller",en,2021-04-29,7.1,murder; seal; navy,Tom Clancy's Without Remorse
"Adventure, Fantasy",en,2010-10-17,7.8,death; hermione; walk,Harry Potter and the Deathly Hallows: Part 1
"Animation, Science Fiction, Fantasy, Action",en,2021-10-09,7.8,superman; lois; superheroes,Injustice
"Horror, Thriller, Comedy",pl,2021-10-27,4.0,something; happens; carnage,Nobody Sleeps in the Woods Tonight 2
Action,en,2021-03-06,5.9,breaks; kill; cold-blooded,American Badger
"Animation, Action, Science Fiction, Drama",ja,2021-03-08,8.5,rare; earth; there,Evangelion: 3.0+1.0 Thrice Upon a Time
"Animation, Family",en,2021-10-08,6.8,magical; movie; sisters,LOL Surprise: The Movie
"Animation, Family, Fantasy",en,2009-02-05,7.8,invites; reality; parallel,Coraline
"Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy",fr,2020-11-19,6.2,do; lieutenants; they'll,How I Became a Superhero
"Animation, Comedy, Action, Family, Crime",en,2022-03-17,0.0,guys; mr; villains,The Bad Guys
"Science Fiction, Action",en,2018-09-28,6.9,host; eddie; powerful,Venom
"Action, Comedy",fr,2021-07-30,6.8,returns; agent; service,The Last Mercenary
"Animation, Family, Adventure, Comedy",en,2011-06-11,6.0,mcqueen; espionage; race,Cars 2
Documentary,en,2022-02-09,7.4,investigators; profit; alleged,Downfall: The Case Against Boeing
"Animation, Comedy, Family, Fantasy",en,2007-06-28,7.8,realize; problem; delight,Ratatouille
Animation,en,2021-12-02,7.2,stranger; tell; could,Mickey and Minnie Wish Upon a Christmas
"Animation, Science Fiction, Action",ja,1993-03-06,7.2,king; kai; paragus,Dragon Ball Z: Broly – The Legendary Super Saiyan
"Fantasy, Action, Adventure",en,2022-05-04,0.0,mind-bending; strange; confront,Doctor Strange in the Multiverse of Madness
"Mystery, Crime, Drama, Thriller",en,2022-02-09,6.7,egyptian; river; boards,Death on the Nile
"Action, Crime, Horror, Thriller",en,2021-05-14,6.3,zombie; attempted; outbreak,Army of the Dead
"Family, Comedy",en,2021-11-12,5.2,left; couple; holidays,Home Sweet Home Alone
"Action, Drama, Horror, Science Fiction, Thriller",en,2009-09-04,6.1,events; road; mexico,Carriers
"Action, Drama",en,2016-08-01,7.0,accidentally; ring; free,Boyka: Undisputed IV
"Action, Adventure, Science Fiction",en,2009-10-10,5.8,population; investigating; core,2012
Romance,en,2021-07-06,3.3,nation; small; male,Why Women Cheat
"Animation, Comedy, Family, Music",en,2016-11-23,7.1,theater; singing; business,Sing
"Adventure, Action, Thriller, Science Fiction",en,2011-06-16,5.2,ever; balance; warriors,Green Lantern
"Action, Horror, Thriller",ko,2020-07-15,6.9,zombies; soldier; wastelands,Peninsula
Comedy,en,2015-06-25,6.3,qualify; couple; order,Ted 2
Drama,ja,1985-01-15,5.9,men; highschool; neither,High School Teacher: Maturing
"Action, Adventure, Fantasy",en,2017-05-30,7.3,princess; comes; grips,Wonder Woman
"Action, Thriller, Crime",en,2022-03-04,4.7,wife; forced; disgraced,A Day to Die
"Action, Adventure, Science Fiction",en,2021-03-12,4.2,service; attack; soldiers,Cosmic Sin
"Adventure, Fantasy, Action",en,2007-05-19,7.2,swann; barbossa; long,Pirates of the Caribbean: At World's End
"Horror, Action, Fantasy",en,2010-01-21,5.8,apocalypse; loses; god,Legion
"Animation, Comedy, Romance, Drama, Fantasy",ja,2019-06-15,8.4,high; blissful; sakurajima,Rascal Does Not Dream of a Dreaming Girl
"Family, Comedy, Adventure, Animation, Fantasy",en,2021-03-25,7.3,appreciated; bunny; looking,Peter Rabbit 2: The Runaway
"Animation, Action, Science Fiction",ja,2013-03-30,6.8,north; stop; destruction,Dragon Ball Z: Battle of Gods
"Animation, Family, Fantasy, Comedy, Music, Adventure",en,2021-09-23,8.1,equestria's; earth; pals,My Little Pony: A New Generation
Action,en,2021-01-08,6.3,ransom; terrorists; hero,Redemption Day
"Adventure, Action, Science Fiction",en,2012-01-19,6.1,mythical; island; mom's,Journey 2: The Mysterious Island
"Drama, Comedy, Romance",en,2010-11-22,7.0,themselves; spirit; let,Love & Other Drugs
"Fantasy, Drama, Romance, History",en,2022-01-21,7.4,discovery; capture; illegitimate,The King's Daughter
"Action, Comedy, Adventure",en,2018-05-10,7.5,bad; evil; mercenary,Deadpool 2
"Action, Crime, Thriller",en,2017-04-12,6.9,face; crew; seduces,The Fate of the Furious
"Fantasy, Action",en,2008-07-01,6.3,expert; sense; make,Hancock
"Science Fiction, Adventure, Thriller",en,2014-11-19,6.8,mass; symbol; autocratic,The Hunger Games: Mockingjay - Part 1
"Animation, Action, Science Fiction",ja,1994-03-12,6.7,earth; wounded; saiyan,Dragon Ball Z: Broly – Second Coming
"Horror, Thriller",en,2013-07-18,7.5,warrens; forced; caught,The Conjuring
"Comedy, Romance",ko,2021-06-04,7.9,faced; challenges; real-world,Sweet & Sour
Drama,es,2021-11-12,4.0,had; sandbar; abandon,The Belly of the Sea
"Action, Animation",ja,2020-11-27,3.5,spun; awaits; agency:,Grisaia: Phantom Trigger The Animation
"Adventure, Fantasy",en,2016-11-16,7.3,expanded; congress; threatens,Fantastic Beasts and Where to Find Them
"Action, Drama, Horror, Science Fiction, Thriller",en,2013-06-20,6.8,civilization; seems; falls,World War Z
"Animation, Music, Family",en,2021-08-20,7.3,excusive; sunny; striving,"Barbie: Big City, Big Dreams"
"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2021-06-20,6.9,cyborg; astonished; jordan,Teen Titans Go! See Space Jam
"Action, Comedy",en,2021-07-15,6.7,goes; anger; bouncer,Jolt
"Animation, Family, Comedy, Fantasy",en,2020-10-23,6.9,previously; comes; snowman,Once Upon a Snowman
Crime,es,2021-10-08,6.9,delinquents; city's; girona,Outlaws
"Animation, Action, Fantasy",en,2021-08-30,8.0,tournaments:; shao; heroes,Mortal Kombat Legends: Battle of the Realms
"Action, Thriller",en,2021-06-11,6.2,hostages; —; daughter,Rogue Hostage
"Drama, Romance",en,2018-01-17,6.7,unfamiliar; behind; shadowy,Fifty Shades Freed
"Action, Science Fiction, Fantasy",en,2020-11-20,5.0,defeat; fate; vicious,Jiu Jitsu
"Action, Thriller, Crime",en,2009-04-16,6.0,working; ticker; regular,Crank: High Voltage
"Adventure, Fantasy, Action",en,2001-12-18,8.4,order; formed; sure,The Lord of the Rings: The Fellowship of the Ring
"Animation, Family, Adventure",en,1998-06-18,7.9,invading; just; might,Mulan
"Adventure, Fantasy, Action",en,2011-04-21,6.8,powerful; recklessly; live,Thor
"Comedy, Drama, Romance",en,2008-05-12,6.6,best; girlfriends; mr,Sex and the City
Thriller,en,2021-07-30,6.4,survive; family's; break,Masquerade
"Animation, Family, Fantasy",en,1989-11-17,7.4,ursula; mermaid; --,The Little Mermaid
"Comedy, Romance",es,2021-07-30,6.8,difficult; relationships; sex,More the Merrier
Horror,es,2021-05-05,6.2,there; house; death,The Exorcism of Carmen Farias
"Action, Horror, Thriller",ko,2016-07-20,7.8,viral; martial; emergency,Train to Busan
"Animation, Family, Adventure, Fantasy",en,2013-11-20,7.3,fallen; true; snowman,Frozen
"Animation, Fantasy, Action",ja,2012-07-28,7.6,konoha; plan; masked,Naruto Shippuden the Movie: Road to Ninja
"Action, Science Fiction, Adventure",en,2010-07-15,8.4,espionage; payment; impossible:,Inception
"Crime, Thriller",en,2021-02-27,8.1,imprisons; forward; teen,Girl in the Basement
"Comedy, Romance, Drama",en,2009-06-01,7.1,visa; andrew; losing,The Proposal
"Animation, Adventure, Action, Fantasy",ja,2020-02-01,7.6,sword; foe; maiden,Goblin Slayer: Goblin's Crown
"Family, Fantasy, Animation, Romance",en,1950-02-22,7.0,single; rags; off,Cinderella
Horror,es,2021-10-21,7.0,little; things; makes,El amarre
Comedy,en,2009-06-02,7.3,who's; trio; friend,The Hangover
"Adventure, Comedy, Family, Fantasy",en,2005-07-13,7.0,maker; magnificent; tour,Charlie and the Chocolate Factory
"Action, Adventure, Science Fiction",en,2018-06-06,6.6,eruption; claire; recruits,Jurassic World: Fallen Kingdom
"Thriller, Action, Crime",en,2017-02-08,7.3,associate; wick; forced,John Wick: Chapter 2
"Comedy, Family",es,2021-12-17,7.5,divorce; turns; modern,Mamá o papá
"Family, Adventure, Animation, Comedy, Fantasy, Drama",en,2019-06-19,7.6,called; woody; room,Toy Story 4
"Fantasy, Drama, Romance",en,2008-11-20,6.3,away; 108-year-old; edward,Twilight
"Crime, Comedy, Action, Adventure",en,2014-12-13,7.6,organization; kid; global,Kingsman: The Secret Service
"Drama, Crime",en,2021-11-24,7.6,crime; serving; past,The Unforgivable
"Action, Science Fiction, Adventure",en,2013-07-11,6.8,mounting; enemy; massive,Pacific Rim
"Family, Animation",en,2020-09-10,7.0,things; paw; skies,PAW Patrol: Jet To The Rescue
"Drama, Romance",en,1997-11-18,7.9,departure; its; rossi,Titanic
"Adventure, Fantasy, Action",en,2012-11-26,7.3,baggins; seek; grey,The Hobbit: An Unexpected Journey
"Horror, Thriller",en,2016-06-08,7.3,north; travel; warren,The Conjuring 2
"Comedy, Romance",it,2022-01-05,6.2,different; combinations; couple,Four to Dinner
"Action, Thriller",en,2016-10-19,5.9,turner; reacher; treason,Jack Reacher: Never Go Back
"Adventure, Action, Science Fiction, Thriller",en,2022-06-08,0.0,apex; future; balance,Jurassic World Dominion
Crime,fi,2021-10-27,6.9,place”; vote; text,Bordertown: The Mural Murders
"Action, Thriller",en,2021-06-03,5.5,recruited; pace; thieves,The Misfits
"Drama, Science Fiction, Thriller",en,2021-06-09,6.0,ex-soldier; sleep; past,Awake
"Thriller, Drama, Crime",hi,2021-11-19,7.2,comeback; cost; anchor,Dhamaka
Drama,en,1999-10-15,8.4,"out-of-control; oblivion; ""fight",Fight Club
"Adventure, Family, Animation",en,2019-07-12,7.1,cub's; brother—and; throne—has,The Lion King
"Thriller, Horror, Mystery",en,2021-09-01,7.0,worsens; madison; terrifying,Malignant
"Action, Adventure, Drama, Family",en,2010-06-10,6.5,parries; cheng; teaches,The Karate Kid
"Action, Science Fiction, Fantasy",en,2022-03-30,0.0,potentially; disease; than,Morbius
"Comedy, Family, Romance",es,2022-02-09,4.0,probability; no; there,¡Qué Despadre!
"Horror, Thriller",en,2021-01-26,6.0,hike; off; cross,Wrong Turn
"Action, Adventure, Science Fiction, Fantasy, Drama",en,2023-06-23,0.0,murder; significantly; flash,The Flash
"Action, Adventure, Science Fiction",en,2018-02-13,7.4,members; throne; t'challa,Black Panther
"Animation, Drama",ja,2016-09-17,8.4,older; teasing; too,A Silent Voice: The Movie
"Animation, Family",en,2003-05-30,7.8,adventurous; forgetful; barrier,Finding Nemo
"Thriller, Action",en,2014-12-16,6.2,murder; inspector; hits,Taken 3
"Adventure, Fantasy, Action",en,2003-12-01,8.5,frodo; members; realm,The Lord of the Rings: The Return of the King
Horror,en,2003-05-21,6.2,hunted; picking; five,The Texas Chainsaw Massacre
"Animation, Family, Comedy",en,2021-07-30,7.6,destiny; song; kinkajou,Vivo
"Animation, Action",en,2020-10-13,7.2,tragedy; again; storyline,Batman: Death in the Family
"Animation, Drama, Fantasy, Romance",ja,2019-06-19,8.1,freshman; then; tokyo,Weathering with You
"Action, Adventure, Animation, Family",en,2004-10-27,7.7,parr; three; formerly,The Incredibles
Comedy,en,2021-03-04,6.6,off; set; discovers,Coming 2 America
Comedy,fr,2021-09-15,6.3,bankrupt; decides; announces,Spoiled Brats
"Action, Science Fiction, Adventure",en,2008-04-30,7.6,held; suit; billionaire,Iron Man
Thriller,en,2021-08-16,6.1,resistance; future; holocaust,Plan A
"Horror, Thriller, Mystery",en,2021-07-01,6.8,survive; uncovering; slowly,Escape Room: Tournament of Champions
"Science Fiction, Action, Fantasy",en,1997-06-20,4.3,preventing; attacking; poison,Batman & Robin
"Action, Fantasy, Horror",en,2012-06-20,5.7,passion; creature; killed,Abraham Lincoln: Vampire Hunter
"Action, Adventure, Science Fiction, Thriller",en,2015-06-06,6.7,dinosaur; park; fully,Jurassic World
Documentary,en,2017-03-28,5.5,depth; former; predecessor,After Porn Ends 2
"Action, Adventure, Drama",ja,2021-04-23,7.9,1879; vowed; who've,Rurouni Kenshin: The Final
"Thriller, Animation, Action, Comedy, Horror, Mystery",ja,2011-07-30,7.2,naruto; targeted; behind,Naruto Shippuden the Movie: Blood Prison
"Action, Comedy, Thriller, Horror",no,2021-07-30,6.7,dysfunctional; guise; carry,The Trip
Comedy,en,2010-06-24,6.3,high; holiday; coach,Grown Ups
"Animation, Action, Science Fiction",ja,1994-07-09,5.8,scientist; bada; satan's,Dragon Ball Z: Bio-Broly
"Adventure, Action, Fantasy",en,2017-05-23,6.6,deadly; ghost; devil's,Pirates of the Caribbean: Dead Men Tell No Tales
"Animation, Comedy, Family, Adventure",en,2009-06-26,6.7,neighbors; mammoth; meet,Ice Age: Dawn of the Dinosaurs
Drama,en,2021-02-25,4.2,fateful; were; alongside,The Penitent Thief
"Animation, Adventure",ja,2020-12-25,7.3,crooked; grown; sort,Pokémon the Movie: Secrets of the Jungle
"Mystery, Adventure, Comedy",en,2002-06-14,6.0,strange; separate; discover,Scooby-Doo
"Animation, Family",en,2010-11-24,7.6,70; tower-bound; deal,Tangled
"Action, Adventure, Science Fiction",en,2013-04-18,6.9,retribution; terrorist; tony,Iron Man 3
"Action, Adventure, Fantasy",en,2010-06-30,4.7,aang; enslaving; follows,The Last Airbender
"Western, Action",en,2021-09-10,5.8,stoic; dangerously; macmasters,Catch the Bullet
"Adventure, Comedy, Fantasy",en,2019-12-04,7.0,expect; dangerous; unknown,Jumanji: The Next Level
"Drama, Romance",en,2017-02-08,6.5,steele; together; chance,Fifty Shades Darker
"Animation, Family, Comedy, Music, Fantasy",en,2021-08-20,7.8,travel; move; castle,The Loud House Movie
"Drama, Romance",ko,2020-07-06,7.3,i; threatening; job,The Secret to Be Told: Relationship With My Aunt
"Drama, Comedy",es,2021-10-05,6.1,comedian; sperm; donor,This Is Not a Comedy
"Horror, Mystery",en,2021-06-28,6.8,teen; notorious; series,Fear Street: 1994
"Action, Adventure, Fantasy, Science Fiction",en,2017-11-15,6.1,threat; victor; hunt,Justice League
"Action, Adventure, Animation, Family",en,2018-06-14,7.5,children; problems; faces,Incredibles 2
"Science Fiction, Adventure, Action",en,2018-03-28,7.6,fortune; game; created,Ready Player One
"Fantasy, Adventure",en,2022-04-07,0.0,grindelwald's; ahead; rule,Fantastic Beasts: The Secrets of Dumbledore
"Animation, Family",en,2021-12-09,7.4,fulfill; resolutions; won't,Snoopy Presents: For Auld Lang Syne
Comedy,en,2000-07-07,6.3,scary; satire; movies,Scary Movie
"Horror, Thriller, Mystery",en,2021-09-29,6.0,dream; can't; escape,No One Gets Out Alive
"Adventure, Drama, Science Fiction",en,2014-11-05,8.4,conquer; adventures; travel,Interstellar
"Animation, Family, Action, Comedy, Science Fiction, Fantasy",en,2017-02-08,7.2,suspects; orphan; gotham,The Lego Batman Movie
"Action, Adventure, Fantasy",en,2019-05-03,7.0,seeks; detective; collect,Pokémon Detective Pikachu
Action,en,2021-09-10,6.7,hours; exact; ruthless,Kate
"Adventure, Family, Fantasy",en,2005-12-07,7.1,peter; susan; lucy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
"Comedy, Family",en,1998-07-28,7.1,truth; james; sent,The Parent Trap
"Romance, Family, Animation, Fantasy",en,1991-10-22,7.7,--; belle; prince,Beauty and the Beast
"Animation, Adventure",en,2019-04-18,7.9,turn; city; epic,The Pilgrim's Progress
"Action, Adventure, Fantasy",en,2013-10-30,6.6,us; plunge; reunite,Thor: The Dark World
"Animation, Family, Fantasy",ja,1997-03-26,6.7,goku; saiyan; worried,Dragon Ball GT: A Hero's Legacy
"Animation, Comedy, Family",en,2007-07-25,7.0,gigantic; homer; town's,The Simpsons Movie
"Action, Thriller, Crime",en,2019-05-15,7.4,assassin’s; million; guild,John Wick: Chapter 3 - Parabellum
"Action, Drama, Science Fiction",en,2017-02-28,7.8,future; forces; mutant,Logan
"Science Fiction, Action, Adventure",en,2014-06-25,5.9,menace; planet; scientists,Transformers: Age of Extinction
"Animation, Family, Adventure, Drama, Comedy",en,2015-06-09,7.9,francisco; conflict; disgust,Inside Out
"Thriller, Action, Crime",en,2020-01-15,7.2,confront; join; crises,Bad Boys for Life
"Science Fiction, Thriller",en,2021-04-08,6.2,explore; future; stake,Voyagers
"Science Fiction, Action, Thriller, Adventure",en,2015-06-23,5.9,attack; fears; year,Terminator Genisys
"Adventure, Fantasy, Action",en,2002-12-18,8.4,orthanc; power; sam,The Lord of the Rings: The Two Towers
"Comedy, Thriller, Drama",ko,2019-05-30,8.5,unexpected; interest; livelihood,Parasite
"Crime, Drama",en,2021-09-22,6.7,crime; impressionable; dickie,The Many Saints of Newark
"Action, Comedy, Mystery, Crime",en,2016-06-15,6.4,pal; international; mild-mannered,Central Intelligence
"Animation, Comedy, Family, Adventure",en,2009-05-28,7.9,78; seems; fullest,Up
"Drama, Crime, Thriller",en,2009-10-15,7.3,sets; killer; also,Law Abiding Citizen
"Thriller, Adventure, Action",en,2010-08-03,6.2,expert; assassinate; opposition,The Expendables
"Horror, Mystery",en,2021-07-08,7.3,band; together; history,Fear Street: 1978
"Action, Crime",en,2020-02-05,7.0,police; quinn; harley,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)
"Family, Fantasy, Comedy",pl,2021-12-06,6.3,off; sets; meaning,David and the Elves
"Science Fiction, Action, Thriller",en,2010-07-03,6.2,killers; predators; extraterrestrial,Predators
"Thriller, Crime",en,2021-02-19,6.5,vin; introduces; ohio,Body Brokers
"Science Fiction, Action",en,2020-10-25,5.6,friendly; alien; mission,Skylines
"Horror, Thriller",en,2022-03-03,7.0,dates; giving; store,Fresh
Documentary,it,2016-06-24,5.5,dreamers; political; definitive,Porn to Be Free
Science Fiction,en,2020-08-31,5.7,discover; space; mate,Solitary
"Horror, Crime, Mystery",en,2021-05-12,6.2,ezekiel; deepening; police,Spiral: From the Book of Saw
"Action, Adventure, Comedy, Crime, Thriller",en,2017-09-20,7.0,headquarters; rises; work,Kingsman: The Golden Circle
"Family, Comedy, Fantasy, Animation",en,2021-04-30,7.1,5; rebellion; subversive,22 vs. Earth
"Action, Thriller, Crime, Adventure",en,2015-04-01,7.3,revenge; brother; dominic,Furious 7
"Adventure, Action, Science Fiction",en,2017-04-19,7.6,mysteries; peter; true,Guardians of the Galaxy Vol. 2
"Animation, Family, Comedy",en,2010-06-16,7.8,band; nefarious; return,Toy Story 3
