Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Documentary, TV Movie",en,2019-01-18,6.9,cheese; promised; disaster,Fyre
"Drama, Comedy",en,2000-02-16,5.3,approaching; toward; none,Hanging Up
"Action, Adventure, Crime, Drama, Thriller",en,1941-01-23,7.1,earle; pardon; roy,High Sierra
"Drama, History, Music",en,2008-12-05,7.2,legends; turbulent; roll,Cadillac Records
"Drama, Mystery, Thriller",en,2005-08-31,7.0,killed; causing; quayle,The Constant Gardener
"Comedy, Drama",en,2015-09-11,5.9,brand; crisis; political,Our Brand Is Crisis
"Thriller, Crime",es,2018-09-07,5.6,accidentally; destroyed; germán,When Angels Sleep
Drama,en,2018-03-01,6.8,lawyer; class; 55,55 Steps
"Comedy, Crime",en,2022-03-11,0.0,hidden; inept; break,Sideshow
"Science Fiction, Action, Adventure",en,2018-08-20,5.2,some; inhabited; planet,Jurassic Galaxy
"Family, Comedy, Fantasy",en,2020-11-20,6.7,brother; gets; kringle's,Noelle
Horror,en,2009-08-30,5.0,angela; few; uncover,Night of the Demons
"Drama, Music, Horror, Thriller",en,2018-09-20,6.7,1990s; very; outcome,Lords of Chaos
"Action, Drama, Thriller",en,1998-01-30,5.9,connor; opportunity; police,Desperate Measures
"Drama, Comedy, Romance",en,2003-12-12,6.6,care; women; starts,Something's Gotta Give
"Comedy, Drama, War",en,1970-02-18,7.0,sanity; use; horror,M*A*S*H
"Horror, Thriller",en,2018-02-21,6.3,confronted; greatest; mental,Unsane
"Documentary, Music",ko,2018-11-15,8.9,bts; wings; meteoric,Burn the Stage: The Movie
Comedy,en,1986-02-14,6.3,track; molly; planet,Wildcats
"Crime, Drama, Thriller",en,2009-09-12,6.5,apartment; abandoned; rich,The Disappearance of Alice Creed
"Comedy, Romance",en,2011-10-08,6.0,sixpacks; decide; best,Eating Out: The Open Weekend
"Comedy, Romance",en,1994-04-22,5.2,devane; than; trip,Chasers
"Adventure, Drama, War",en,2006-09-09,6.9,struggle; us; fighter,Rescue Dawn
"Crime, Drama, Comedy",en,2020-09-25,6.2,scam; stranger; every,Kajillionaire
"Animation, Comedy",ja,2013-05-09,7.9,christianity; living; vacation,Saint☆Young Men
"Animation, Adventure, Family",en,1995-03-16,6.3,ducky; different; rivalry,The Land Before Time III: The Time of the Great Giving
Drama,en,2018-06-29,6.7,increasingly; contact; rarely,Leave No Trace
"Comedy, Family",en,2003-07-01,5.1,air; volleyball; play,Air Bud: Spikes Back
"Drama, Comedy",es,2019-11-01,8.4,contest; opposite; 21yearold,Dedicated to my ex
"Action, Thriller",en,2022-03-17,0.0,political; contractor; deal,Panama
"Drama, Thriller",en,2008-08-19,5.9,hostage; fugitives; wellbeing,Restraint
"Comedy, Drama, Romance",en,2003-08-08,4.9,philanderer; romance; learns,Le Divorce
"Thriller, Horror",en,2021-03-26,5.9,weary; driver; threat,The Toll
"Drama, Thriller",en,2005-11-23,6.4,oil; origins; analyst,Syriana
"Family, Action, Comedy",en,1998-04-10,4.9,dragon; mountain; medusa's,3 Ninjas: High Noon at Mega Mountain
Comedy,en,2003-12-10,5.3,day; prefers; stay,Stuck on You
"Horror, Science Fiction",en,1989-05-11,5.3,evil; swamp; heather,The Return of Swamp Thing
"Comedy, Drama, Fantasy, Horror, Mystery",en,2010-11-09,5.9,robert; crowd; watch,Rubber
"Family, Comedy, Fantasy",en,2010-04-02,4.9,level; estate; quits?,Furry Vengeance
"Adventure, Action, Crime, Thriller",en,1994-09-30,6.4,killers; expert; spectacularly,The River Wild
Action,ja,2005-03-12,6.5,ginkaku; meet; person,Azumi 2: Death or Love
Comedy,en,1999-11-01,6.4,plans; brainy; boss's,The Key to Sex
Romance,ko,2019-07-26,0.0,unemployed; miae; realizes,I Don't Like Younger Men 4
"Crime, Comedy",en,1983-08-12,4.6,though; nypd; assassins,Curse of the Pink Panther
"Crime, Drama",en,2000-10-06,8.0,look; body; ambitious,Requiem for a Dream
"Action, Crime, Thriller, Drama",en,2005-01-19,6.1,looking; officer; station,Assault on Precinct 13
"Drama, Family",en,2019-04-11,6.9,national; beat; soccer,Back of the Net
"Comedy, Drama, History",en,2017-09-22,6.8,between; billie; serial,Battle of the Sexes
"Adventure, Drama, Family, Romance",de,2015-05-14,7.5,gray; lovingly; mika,Windstorm 2
"Animation, Action, Crime",ja,2007-12-29,7.1,shiki?; wave; sees,The Garden of Sinners – Chapter 2: A Study in Murder (Part 1)
"Horror, Thriller",en,2016-06-27,4.6,sidetracked; whilst; seemingly,ClownTown
"Comedy, Fantasy, Science Fiction",en,1996-07-19,5.7,leaves; approached; construction,Multiplicity
"Adventure, Comedy, Drama",en,2010-09-10,7.1,looking; remains; spain,The Way
"Comedy, Family, Romance, Science Fiction",en,1963-06-04,6.6,wear; handsome; teacher,The Nutty Professor
"Animation, Adventure, Drama, Romance, Science Fiction",ja,2004-11-20,6.6,tower; divided; japan,The Place Promised in Our Early Days
"Drama, History",en,1997-09-01,6.5,responsibility; wilde; genius,Wilde
"Comedy, Drama",en,1993-09-24,7.4,sign; 1976; texas,Dazed and Confused
"Drama, History, Thriller",es,2018-10-26,7.0,photographer; thousands; showing,The Photographer of Mauthausen
"Drama, Music",en,2013-10-11,6.4,bands; rock; scene,CBGB
"Action, Crime, Drama, Mystery, Thriller, War",en,1967-01-29,6.8,involved; kahlenberg; generals,The Night of the Generals
"Action, Horror, Drama, Fantasy",ko,2018-10-25,6.8,few; lee; cheung,Rampant
"Drama, Romance",en,2011-10-07,7.2,worker; selfdestruction; relationship,Tyrannosaur
Music,en,2013-09-25,6.8,seems; simple; like,Metallica: Through the Never
"Drama, Horror, Thriller",es,2011-10-07,5.9,exhausted; proceeds; some,The Squad
"Mystery, Horror, Science Fiction",en,2016-09-22,5.9,carter; bloodsoaked; inhuman,The Void
"Comedy, Drama",fr,1974-03-20,6.8,sprint; joins; assault,Going Places
"Action, Comedy, Thriller",cn,1998-04-03,6.9,japanese; troubled; reluctantly,Contract Killer
"Action, Adventure, Animation, Family, Comedy",en,2014-10-27,6.9,join; selfsufficient; superhero,LEGO DC Comics Super Heroes Batman Be-Leaguered
"Drama, History",en,2017-11-03,6.5,difficult; struggles; serial,My Friend Dahmer
Romance,ko,2018-05-31,8.0,junghoon; eunyoung; city,Young Aunt
"Comedy, Romance, Drama",en,2008-03-24,5.8,dirt; hearted; football,Leatherheads
"Drama, Romance",en,2004-02-10,7.8,son; reading; book,Before Sunset
Comedy,en,2006-12-14,4.3,tropical; break; daze,Dorm Daze 2
Horror,en,2014-06-23,6.4,full; drives; goes,Creep
"Action, Crime, Drama",en,2002-10-25,6.9,business; some; pants,Paid in Full
"Comedy, Horror",en,2008-03-07,5.5,quickly; brother; otis,Otis
Animation,ja,2002-03-02,6.7,dreaper; digivolves; around,Digimon Tamers: Runaway Locomon
"Adventure, Science Fiction, Horror",en,1984-08-15,6.1,enter; suspicious; real,Dreamscape
"Drama, Science Fiction",en,2016-06-03,5.8,loneliness; disease; brink,Into the Forest
"Crime, Animation, Action, Mystery, Drama",ja,2001-04-21,7.2,connected; syndicate; there,Case Closed: Countdown to Heaven
"Music, Comedy, Romance",en,1957-02-13,7.0,off; book; village,Funny Face
"Drama, Romance",en,1953-04-11,6.4,husband; ship; richard,Titanic
"Comedy, Romance, TV Movie",en,2017-08-19,7.2,carly; move; makes,"Eat, Play, Love"
"Action, Thriller, Crime",en,2011-04-20,7.2,dom; former; janeiro,Fast Five
Thriller,en,2020-05-30,6.4,empty; lies; complex,Dangerous Lies
"Comedy, Adventure, Music, Family",en,1979-05-31,7.1,frogleg; agent; persuades,The Muppet Movie
"Animation, Comedy, Drama, Action",ja,2003-09-05,6.6,finally; face; place,Hajime no Ippo - Mashiba vs. Kimura
Drama,da,2010-08-26,7.2,each; risky; loneliness,In a Better World
"Music, Drama, Comedy",en,2001-09-04,6.7,priest; begin; judas,Rock Star
"Action, Adventure, Comedy",it,1981-12-09,6.8,ii; soldier; some,Who Finds a Friend Finds a Treasure
"Drama, Romance",en,2018-12-13,5.0,novel; triangle; popular,American Kamasutra
"Crime, Drama, Thriller",en,2013-05-09,6.1,teenagers; ritual; three,Devil's Knot
"Adventure, Family, Animation",ja,2010-03-06,6.7,later; so; underwater,Doraemon: Nobita's Great Battle of the Mermaid King
Documentary,en,2017-11-03,7.1,history; paypackets; star,Conor McGregor: Notorious
Thriller,en,2014-07-25,6.5,potential; immigrates; covert,A Most Wanted Man
"Drama, Science Fiction, Romance",en,2011-09-29,6.9,begins; skillful; around,Perfect Sense
"Thriller, Action, Science Fiction",en,2016-07-22,5.4,forces; unknown; within,Beta Test
"Romance, Comedy",en,2016-03-23,5.9,big; my; wedding,My Big Fat Greek Wedding 2
"Animation, Action, Fantasy, Adventure",zh,2020-10-01,7.4,very; fox's; path,Jiang Ziya: The Legend of Deification
"Horror, Action, Thriller",en,2003-04-11,3.2,ground; house; discover,House of the Dead
"Drama, Romance, Thriller",en,2001-05-15,6.0,couple; lifethreatening; twice,Angel Eyes
"Fantasy, Comedy, Family",en,1968-02-08,6.7,build; so; villains,Blackbeard's Ghost
"Comedy, Crime",de,1997-02-20,7.6,than; men; box,Knockin' on Heaven's Door
"Adventure, Fantasy",ru,2021-02-18,6.5,john; catch; worlds,Upon the Magic Roads
Thriller,en,2011-10-13,5.5,kyle; sarah's; fancy,Trespass
"Action, Western",cn,1997-02-01,5.8,americans; calls; working,Once Upon a Time in China and America
Drama,en,2014-10-12,5.6,ambitions; let; reckoning,Serena
Documentary,en,2019-10-21,7.2,great; weinstein; movies,QT8: The First Eight
"Adventure, Family, Fantasy, Music",en,1978-10-24,6.1,dorothy; teacher; quest,The Wiz
"Fantasy, Horror, Science Fiction, Thriller",en,1983-06-24,6.5,stories; walloping; tv,Twilight Zone: The Movie
"Action, Comedy, Fantasy, Science Fiction",en,1995-03-31,5.4,water; comicstrip; british,Tank Girl
Drama,en,1992-09-16,7.3,drifters; working; make,Of Mice and Men
"Animation, Adventure, Fantasy",ja,2016-01-26,6.6,run; 1989; transported,Doraemon: Nobita and the Birth of Japan
"Drama, Horror",en,2011-10-14,6.1,last; tries; member,The Woman
"Comedy, Science Fiction",en,1988-09-08,5.6,once; discover; dating,Earth Girls Are Easy
"Western, Horror",en,2014-08-25,5.9,turn; red; unexpected,Blood Moon
"Romance, Drama",en,2007-03-02,7.3,irishman; prefame; romance,Becoming Jane
"Drama, Romance",en,2015-11-12,5.6,growing; roland; country,By the Sea
Comedy,es,2019-08-02,7.1,javier; nervous; themselves,Father There Is Only One
"Romance, Animation, Family, Adventure, Fantasy",en,1996-03-29,5.8,return; charlie; meet,All Dogs Go to Heaven 2
Romance,en,2018-05-13,6.9,prince; media; relationship,Harry & Meghan: A Royal Romance
"Adventure, Fantasy, Drama",en,2006-01-01,7.6,advances; mythical; fractured,The Fall
"Fantasy, Comedy, Horror",en,2019-09-13,6.4,otherworldly; man’s; daughter,Extra Ordinary
"War, Action",en,1965-11-22,7.0,straud; resistance; heavy,The Heroes of Telemark
"Action, Adventure, Horror, Science Fiction",en,2008-08-07,5.2,seal; once; return,Mutant Chronicles
"Comedy, Romance",en,2022-01-14,6.9,tendency; teenager; avery,Sex Appeal
"Comedy, Romance, Crime",sr,1998-06-01,7.7,zare; small; money,"Black Cat, White Cat"
"Crime, Drama, Horror, Thriller, Comedy",en,2008-07-29,4.6,vampires; lost; chris,Lost Boys: The Tribe
"Comedy, Drama, Romance",en,2010-08-27,6.0,frequentflyer; garrett; webcams,Going the Distance
"Animation, Family, Comedy",en,1989-11-23,7.1,especially; breaks; vacation,Knick Knack
"Action, Adventure, Science Fiction",ja,1955-04-24,6.1,attempt; authorities; lure,Godzilla Raids Again
"Mystery, Thriller",en,2000-09-08,5.0,every; plans; cunning,The Watcher
Comedy,de,2013-11-07,7.0,earlier; robberies; spot,Suck Me Shakespeer
"War, Drama, Romance, Action, Adventure",en,2002-09-08,6.6,ledger); cowardice; resigns,The Four Feathers
Documentary,en,2016-01-19,5.9,look; documentary; batman,DC Films Presents Dawn of the Justice League
"Crime, Drama, Thriller",en,2009-09-08,6.3,especially; line; precinct,Brooklyn's Finest
"Comedy, Action, Drama",en,2010-11-26,6.6,falls; skills; dealer,Super
"History, Drama, Action",ko,2001-09-07,7.0,delegation; kingdom; spies,The Warrior
"Action, Comedy",cn,1990-12-13,6.4,sing; cho; next,God of Gamblers II
"Thriller, Drama",es,2018-09-13,6.7,lot; around; any,The Accused
"Crime, Action, Thriller, Mystery",en,2019-09-30,5.5,crime; jewels; having,10 Minutes Gone
"Action, Comedy, War",zh,2016-12-23,6.0,freedom; fighters; railroad,Railroad Tigers
"Horror, Thriller",en,2013-08-26,5.8,origin; research; government,Banshee Chapter
"Drama, Thriller, Science Fiction",en,2010-06-18,6.2,mexico; crashed; military,Monsters
"Horror, Thriller",en,1998-06-21,4.1,die; murderous; college,Children of the Corn V: Fields of Terror
"Western, Drama",en,2014-07-31,6.5,learning; ransom; hardworking,Frontera
"Adventure, Action, Comedy",it,1972-12-22,6.8,much; miners; south,All the Way Boys
"Comedy, Romance",ko,2015-11-26,6.4,jooyeong; or; students,Mutual Relations
"Comedy, Drama, Romance",en,1990-12-14,6.8,necessary; kate; charlotte's,Mermaids
"Action, Crime, Thriller",en,1971-10-09,7.6,key; pursuit; drug,The French Connection
"Drama, Adventure",de,1982-03-02,7.6,collect; build; so,Fitzcarraldo
"Drama, Romance",en,2007-03-10,6.8,plains; queen; smalltown,Elvis & Anabelle
"Horror, Thriller",en,2006-12-01,5.5,rural; turns; sour,Turistas
"Family, Animation, Fantasy, Comedy",ru,2016-12-29,7.4,encompasses; heroically; challenges,The Snow Queen 3: Fire and Ice
"Horror, Thriller",en,2007-10-20,5.5,little; too; checking,Boogeyman 2
"Action, Crime, Drama, Thriller",en,2008-09-11,5.9,case; york; between,Righteous Kill
"Action, Adventure, Drama, History, War",de,2008-03-29,6.6,begins; nurse; brutality,The Red Baron
Drama,en,2004-02-13,6.6,upsets; punjabi; falls,Ae Fond Kiss...
"Mystery, Thriller, Drama",en,2011-08-28,6.5,leaving; suddenly; threatens,Page Eight
"Comedy, Drama",en,1921-01-21,8.2,newborn; he's; son,The Kid
"Adventure, Romance, Drama",en,2002-08-08,6.0,surf; three; adrenalinecharged,Blue Crush
"Horror, Thriller",ja,2009-01-17,5.7,forces; made; survival,Grotesque
"Comedy, Family, Fantasy",en,1967-12-05,6.3,travels; animals; snail,Doctor Dolittle
"Thriller, Drama, Crime",de,2019-04-18,7.4,investigating; conspiracy; case,The Collini Case
"Action, Science Fiction, Fantasy",ja,2003-12-13,7.0,however; return; kiryu,Godzilla: Tokyo S.O.S.
"Crime, Drama",en,1967-07-18,7.5,stealing; together; violent,Bonnie and Clyde
"Adventure, Science Fiction, Family",en,2014-12-01,5.5,embarks; ghost; signs,Dinosaur Island
"Animation, Comedy, Science Fiction",en,2007-07-17,7.3,characters; far; antics,Robot Chicken: Star Wars
"Comedy, Crime",es,2005-09-30,5.3,corporation's; multinational; politician,Torrente 3: The Protector
Documentary,en,1977-01-18,7.1,1975; fiore; focuses,Pumping Iron
"Action, Adventure, Drama, Romance",en,1995-07-07,6.0,loyalty; lancelot; drama,First Knight
"Comedy, Drama, Romance",en,2004-10-22,5.7,lifestyle; any; women,Alfie
"Fantasy, Horror, Science Fiction",en,1993-05-01,5.2,six; power; battles,Warlock: The Armageddon
Comedy,en,1974-12-01,7.3,goodbye; finally; idea,The Front Page
"Comedy, Drama",en,2020-02-21,5.5,greek; mykonos; party,Greed
"Thriller, Crime, Horror, Mystery",de,2018-10-11,6.6,daughter; phone; number,Cut Off
"Drama, Thriller, War",en,2015-09-11,7.0,officer; operation; ukbased,Eye in the Sky
"Action, Science Fiction, Adventure, Horror",en,2017-10-20,5.2,band; forges; mark,Beyond Skyline
"Romance, Comedy, Music, Drama",en,2020-06-10,7.1,presents; alter; choice,The High Note
"Drama, Family, Comedy, Crime, Mystery",en,1965-12-02,6.6,imagined; wristwatch; foul,That Darn Cat!
"Thriller, Action, Crime",en,2019-05-31,4.7,members; isis; game,Domino
"Action, Thriller",fr,1985-04-10,6.6,conduits; raffish; society,Subway
"Comedy, TV Movie",en,2008-12-05,7.5,christmas; ever; or,"Merry Christmas, Drake & Josh"
"Drama, Family, Romance",de,2016-11-10,7.3,attracted; phil; sister,Center of My World
"Action, Thriller, Drama",en,2018-04-11,6.3,service; ensuring; under,Beirut
"Drama, Crime",zh,1986-12-19,7.3,urban; voyeuristic; teetering,Terrorizers
"Music, Documentary",en,2003-11-14,8.1,hiphop; beloved; illustrate,Tupac: Resurrection
"Animation, Adventure, Action, Comedy",ja,2014-06-21,7.4,comet; no; country,Lupin the Third: Jigen's Gravestone
Drama,en,2021-10-29,5.8,aftermath; ravages; differences,13 Minutes
"Drama, Comedy",en,2016-01-22,6.0,threatens; embittered; hometown,The Bronze
"Drama, Thriller, Mystery",en,2009-03-25,6.0,events; whom; husband,Chloe
Drama,en,2018-11-21,6.4,accident; finally; decide,Arctic
"Comedy, Science Fiction, Thriller, Adventure",en,1996-03-01,5.5,john; space; last,Space Truckers
"Horror, Thriller",en,2012-09-10,5.4,past; gift; going,The Lords of Salem
Drama,de,2019-09-19,7.7,wild; everyone; drives,System Crasher
"Comedy, Horror",en,2016-04-01,4.8,hope; annual; hours,Meet the Blacks
"Crime, Thriller, Drama",en,2013-09-24,5.7,cheated; goes; cracks,Runner Runner
"Action, Adventure, Drama",en,2002-03-26,5.7,ride; pilot's; breaking,Highway
"Action, Thriller, Crime",cn,1995-03-02,6.5,ailing; cop; gang,The Enforcer
"Science Fiction, Thriller",ko,2017-02-22,6.3,son; incident; memory,Lucid Dream
"Comedy, Family",en,2011-06-10,6.0,moody; sets; summer,Judy Moody and the Not Bummer Summer
"Drama, History",en,2016-06-10,6.5,greats; writer; york,Genius
"Crime, Horror, Thriller",en,2008-04-11,5.6,grey; play; elite,Pathology
"Thriller, Drama, Music",en,2017-10-13,7.4,move; england; band,American Satan
"Comedy, Crime, Romance",en,2001-02-09,5.5,pair; band; wrong,Saving Silverman
Comedy,de,1979-09-28,5.0,enjoyable; there; rides,Six Swedish Girls in a Boarding School
"Drama, Science Fiction",en,1990-02-15,6.0,slavery; account; dystopicly,The Handmaid's Tale
"Action, Comedy, Crime",cn,2020-01-23,6.2,dies; convicts; mystery,Enter the Fat Dragon
"Crime, Thriller",en,2002-08-09,6.1,analysis; clues; serial,Blood Work
"Family, Animation, Adventure, Comedy",fr,1968-12-16,7.0,queen; angry; bet,Asterix and Cleopatra
"Drama, Music",en,1998-08-28,5.8,sea; shane; bar,54
Comedy,en,2011-09-23,5.4,year; scandalous; guys,Mardi Gras : Spring Break
Western,en,1949-10-22,7.0,custer; 7th; wiped,She Wore a Yellow Ribbon
"Comedy, Family",en,2005-07-01,5.5,coach; college; public,Rebound
"Drama, Romance",en,1999-01-15,5.9,urging; regain; operation,At First Sight
"Family, Comedy",en,1997-07-25,5.9,street; fastfood; burger,Good Burger
"Horror, Thriller",en,2005-09-16,6.2,captive; offers; then,Wolf Creek
Thriller,en,1988-02-16,6.7,knows; paris; american,Frantic
"Action, Comedy",en,1992-02-21,5.3,further; mother; fix,Stop! Or My Mom Will Shoot
"Drama, Romance",en,1996-02-09,7.0,answered; aunt; sent,Jane Eyre
Western,en,1985-07-10,7.0,real; jail; sharpshooting,Silverado
"Fantasy, Adventure, Animation",ru,2015-11-12,5.9,old; vicious; mom,Savva. Heart of the Warrior
"Animation, Comedy, Drama, Family, Adventure",fr,2012-12-12,7.8,ernest; celestine; big,Ernest & Celestine
"Science Fiction, Action",en,2022-03-01,0.0,population; challenges; pandemic,After the Pandemic
"Drama, Romance",es,1992-04-16,7.2,eat; pedro; heartbreak,Like Water for Chocolate
"Animation, Family",en,2011-08-04,5.9,fly; lands; big,Air Mater
"Romance, Thriller",es,2019-12-06,8.1,hit; last; victor,In the Arms of an Assassin
"Comedy, Drama",en,2020-07-01,6.1,helps; wisconsin; mayor,Irresistible
"Comedy, Romance",en,2010-08-24,5.8,these; condiments; dream,Group Sex
"Animation, Crime, Action, Thriller",ja,1998-02-25,6.8,naive; wrong; go,Kite
"Comedy, Crime, Mystery, Thriller",en,2005-09-05,7.2,upcoming; middle; los,Kiss Kiss Bang Bang
"Comedy, Family",en,1991-06-07,6.1,fashion; résumé; awaiting,Don't Tell Mom the Babysitter's Dead
"Drama, Science Fiction, Thriller",en,1984-10-10,6.9,orwell's; totalitarian; rebel,Nineteen Eighty-Four
"Drama, War",de,1973-01-01,3.9,things; serve; having,She Devils of the SS
"Thriller, Drama, Horror",en,2012-01-31,5.7,truth; it's; stricken,When the Lights Went Out
"Crime, Drama, Thriller",fr,2004-11-24,6.8,creating; france; violent,36th Precinct
"Animation, Horror",en,2021-09-21,6.4,farmhouse; rural; retelling,Night of the Animated Dead
Comedy,en,2014-02-14,6.0,salsa; underconfident; reignite,Cuban Fury
Drama,en,2005-02-12,7.2,case; miner; abuse,North Country
"Horror, Thriller",en,2010-09-22,5.0,louisiana; deals; small,Terror Trap
"Crime, Drama",en,1989-09-12,6.2,planning; sent; criminal,Johnny Handsome
"Thriller, Mystery",en,2013-10-11,6.0,suffers; comeback; stage,Grand Piano
"Drama, Thriller, Mystery, Horror",en,2008-08-06,6.1,dorothy; psychiatrist; disorder,Dorothy Mills
"Family, Music",en,1946-11-12,6.5,johnny; deal; parents',Song of the South
"Animation, Family, Fantasy",en,2007-09-03,6.5,short; valuable; jasmine,Disney Princess Enchanted Tales: Follow Your Dreams
"Animation, Drama, Science Fiction",ja,1991-09-14,6.4,welfare; japanese; cared,Roujin Z
"Action, Science Fiction",en,2013-05-11,4.1,teenage; chaos; breakthrough,Age of Dinosaurs
"Thriller, Crime",cn,1993-05-27,4.7,allure; lam; lawyer,Raped by an Angel
"Drama, Adventure, War",en,1978-08-16,6.3,destroyed; ii; heroes,Force 10 From Navarone
"Action, Fantasy, Science Fiction",ja,2017-12-01,5.3,go; philosopher's; mother,Fullmetal Alchemist
"Family, Animation, Fantasy, Comedy",en,2016-11-19,5.6,gnome; tom; oz,Tom and Jerry: Back to Oz
Drama,en,2016-07-05,5.0,visit; perspective; offer,Joseph and Mary
"Horror, Thriller",en,1999-07-09,4.7,join; else; figure,Candyman: Day of the Dead
"Horror, Drama",ja,1964-11-21,7.8,disapproves; mother; scare,Onibaba
"Action, Animation, Drama, Science Fiction, Thriller",ja,1986-03-08,7.0,seems; would; harshness,Fist of the North Star
"Crime, Drama, Thriller",fr,1958-01-29,7.6,illfated; unintentionally; chain,Elevator to the Gallows
Comedy,es,2019-05-10,7.7,weight; mother's; dress,Sweet Family
"Crime, Drama, Thriller",en,1995-03-08,4.4,investigating; wife; murdered,Victim of Desire
"Fantasy, Thriller",en,2007-04-27,6.3,might; able; death,The Invisible
"Horror, Thriller",en,2018-06-22,6.5,accident; horrific; weekend,Calibre
"Romance, Drama",en,1995-11-03,6.5,effects; verlaine; arthur,Total Eclipse
"Family, Science Fiction",en,1985-06-14,6.3,created; escape; robot,D.A.R.Y.L.
Comedy,es,2018-07-04,6.5,risky; makes; realizes,Super Crazy
"Action, Drama, Thriller",ko,2002-03-29,7.5,ryu; go; deaf,Sympathy for Mr. Vengeance
"Horror, Thriller",en,2012-08-23,4.4,malevolent; torments; turn,The Apparition
"Fantasy, Drama, Romance",en,2004-01-23,6.9,gets; impetuous; chance,If Only
"Horror, Thriller",en,1998-09-25,5.7,murdering; serial; students,Urban Legend
"Action, Comedy, Crime, Thriller",en,1978-01-08,6.6,discovered; taking; made,Revenge of the Pink Panther
"Science Fiction, Action, Adventure, Thriller",en,1994-11-18,6.5,seventyeight; systems; picard,Star Trek: Generations
Drama,ja,1949-09-13,8.1,likely; remain; shukichi,Late Spring
"Drama, Thriller",en,2016-12-07,4.8,show; avoid; volcano,Salt and Fire
"Comedy, Romance",en,2016-09-10,6.1,shady; deal; unlikely,Tramps
"Thriller, Mystery",en,2016-02-14,4.3,urges; experiment; holiday,Urge
"Action, Comedy",en,1981-06-19,6.1,event; several; characters,The Cannonball Run
"Action, Adventure, Animation, Science Fiction",ja,2012-12-01,6.5,power; senki; 1,Inazuma Eleven Go vs. Danball Senki W
"Drama, Family",en,1995-04-21,7.9,boy; erik; dexter's,The Cure
"Action, Drama",zh,2014-11-20,6.2,believes; trying; led,Rise of the Legend
"Drama, Romance",en,2013-11-27,6.3,reunite; sister; 1921,The Immigrant
Action,en,2018-11-02,6.9,international; trapper; former,The Marine 6: Close Quarters
Science Fiction,en,2022-02-04,3.5,global; steelworks; along,Moon Crash
Drama,el,2013-09-09,7.1,off; falls; police,Miss Violence
"Horror, Thriller",en,2016-12-01,5.4,old; skills; nine,Incarnate
"Drama, Action, Comedy",ja,1962-01-01,8.0,composed; tightly; sanjuro,Sanjuro
"Comedy, Family",en,1997-08-01,5.5,together; basketball; remains,Air Bud
Documentary,en,2021-06-04,7.5,johan; collapse; david,Breaking Boundaries: The Science of Our Planet
Drama,it,2021-10-08,6.6,forces; father's; try,"My Brother, My Sister"
"Horror, Thriller, Mystery",en,2013-08-13,6.0,or; if; without,Open Grave
Thriller,en,2012-02-23,6.2,steps; abducted; kidnapping,Gone
"Family, Comedy",en,2005-05-13,5.8,coach; sam; sam,Kicking & Screaming
Documentary,zh,2016-08-12,7.3,sister; raise; leopard,Born in China
"Fantasy, Animation, Drama, Comedy, Science Fiction, Family",en,2010-12-07,5.7,yule; scramble; that’s,Donkey's Christmas Shrektacular
"Comedy, Science Fiction",ru,1973-09-17,8.0,machine; scientist; ivan,Ivan Vasilyevich Changes His Profession
"Comedy, Crime",en,1968-07-19,5.3,yard; having; assignment,Inspector Clouseau
"Action, Thriller",en,1976-12-18,6.2,passengers; european; off,The Cassandra Crossing
"Fantasy, Adventure, Action",en,1982-08-16,6.4,father's; hunted; dar,The Beastmaster
"Adventure, Fantasy",en,1966-11-24,6.1,clans; shattered; giant,One Million Years B.C.
Horror,es,2007-10-02,6.7,go; embarks; never,The Wailer 2
"Drama, Romance",en,2010-11-05,6.1,whom; couple; he's,Last Night
"Action, Crime",en,1990-10-05,6.0,hatcher; drug; dealers,Marked for Death
Drama,fr,2004-01-28,4.8,agrees; rescues; visit,Anatomy of Hell
Drama,en,1996-12-18,6.7,attempts; marrow; patient,Marvin's Room
"Drama, History, War",ja,1983-05-28,7.4,captain; arrives; backgrounds,"Merry Christmas, Mr. Lawrence"
"Drama, Thriller",es,2016-09-22,6.4,turns; peculiar; account,The Silence of the Sky
"Drama, Thriller",en,1965-06-17,7.4,victim; collects; plan,The Collector
"Action, Comedy, War",en,1979-12-14,5.8,chasing; mob; harbor,1941
"Crime, Drama, Thriller",en,1956-06-06,7.7,johnny; officer; plot,The Killing
"Animation, Family, Adventure",en,1997-09-12,6.1,plants; ducky; tsunami,The Land Before Time V: The Mysterious Island
Comedy,en,2002-11-22,6.2,day; house; craig,Friday After Next
"Drama, History",fr,1983-01-12,6.8,relative; rights; well,Danton
"Romance, Comedy",de,2020-02-14,7.0,broke; mannheim; provoke,Isi & Ossi
"Adventure, Family, Fantasy",en,1985-06-21,6.6,makes; saved; land,Return to Oz
Drama,en,2015-12-04,5.8,selfless; 40; feel,The Letters
Drama,en,1940-03-15,7.9,sentence; joins; tom,The Grapes of Wrath
"Animation, Comedy, Drama",ja,2017-09-29,8.3,focusing; season; film,Haikyuu!! Movie 4: Battle of Concepts
Comedy,en,2003-09-26,6.1,lady; little; going,Duplex
"Comedy, Drama, Romance",hi,2007-11-07,7.0,om; sets; death,Om Shanti Om
"Action, Adventure, Drama, Fantasy, Romance",zh,2021-02-12,6.8,calamities; both; assaults,The Yin Yang Master
"Horror, Thriller",en,2002-04-22,4.5,starkman; sure; insane,American Psycho II: All American Girl
